PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR,2011,41,-90,0.56,2.52,1.17,4.47,4.97,4.73,2.25,1.82,2.82,0.76,4.01,2.4,2.69
PRECTOTCORR,2012,39.5,-88.125,2.38,1.19,1.53,3.19,1.69,0.74,0.53,3.85,5.06,3.07,1.23,2.2,2.22
PRECTOTCORR,2012,39.5,-88.75,2.14,1.21,1.49,3.32,1.82,0.72,0.49,4.16,5.06,3.22,1.23,2.06,2.25
PRECTOTCORR,2012,39.5,-89.375,1.7,1.29,1.6,3.86,1.91,0.95,0.41,4.37,4.49,3.34,1.16,2.06,2.26
PRECTOTCORR,2012,39.5,-90,1.27,1.38,1.78,4.41,1.83,1.08,0.45,3.78,3.63,3.39,1.1,2.01,2.18
PRECTOTCORR,2012,40,-88.125,1.96,1.04,1.26,2.31,1.87,1.08,0.61,3.74,4.52,3.58,0.95,2,2.08
PRECTOTCORR,2012,40,-88.75,1.23,1.14,1.22,2.79,1.84,0.91,0.66,3.1,3.71,3.81,1.06,2.01,1.96
PRECTOTCORR,2012,40,-89.375,1.18,1.13,1.26,2.86,1.87,0.94,0.64,3.12,3.67,3.84,1.04,1.98,1.96
PRECTOTCORR,2012,40,-90,0.87,1.12,1.44,3.13,1.92,1.04,0.59,2.93,3.24,3.87,0.98,1.84,1.92
PRECTOTCORR,2012,40.5,-88.125,1.62,1.04,1.16,1.85,2.49,1.38,0.79,3.82,3.68,3.81,0.76,1.77,2.02
PRECTOTCORR,2012,40.5,-88.75,1.05,1.16,1.36,1.94,2.27,1.17,0.82,3.32,3.64,3.87,0.86,1.75,1.94
PRECTOTCORR,2012,40.5,-89.375,1.13,1.11,1.17,1.95,2.31,1.14,0.79,3.55,3.85,3.97,0.79,1.69,1.96
PRECTOTCORR,2012,40.5,-90,0.64,1.11,1.25,2.07,2.33,1.28,0.73,2.76,2.93,3.63,0.8,1.55,1.76
PRECTOTCORR,2012,41,-88.125,1.41,1.15,1.29,1.64,3.17,1.73,1.21,3.43,2.61,3.45,0.7,1.6,1.96
PRECTOTCORR,2012,41,-88.75,0.9,1.21,1.4,1.56,3.06,1.29,1.08,3.29,3.09,3.42,0.76,1.42,1.88
PRECTOTCORR,2012,41,-89.375,0.91,1.21,1.39,1.57,3.19,1.32,1.05,3.16,2.89,3.37,0.75,1.44,1.86
PRECTOTCORR,2012,41,-90,0.59,1.28,1.34,1.64,3.22,1.53,0.88,2.96,2.78,3.14,0.77,1.42,1.8
PRECTOTCORR,2013,39.5,-88.125,3.21,2.51,1.43,5.78,5.24,4.78,3.05,0.72,0.89,3.11,1.65,2.21,2.88
PRECTOTCORR,2013,39.5,-88.75,2.87,2.52,1.52,5.82,5.7,4.42,2.86,0.73,0.96,2.92,1.52,1.92,2.81
PRECTOTCORR,2013,39.5,-89.375,2.58,2.52,1.93,5.92,6.4,4.05,2.65,0.84,1.3,2.91,1.43,1.66,2.85
PRECTOTCORR,2013,39.5,-90,2.5,2.6,2.37,5.67,7.47,3.64,2.51,0.68,1.75,2.76,1.39,1.35,2.89
PRECTOTCORR,2013,40,-88.125,2.62,2.36,1.26,5.54,4.83,4.09,2.51,0.8,0.95,3.32,1.71,1.81,2.65
PRECTOTCORR,2013,40,-88.75,2.41,2.18,1.89,5.21,6.89,3.33,2.28,0.94,1.13,3.23,1.55,1.42,2.71
PRECTOTCORR,2013,40,-89.375,2.4,2.23,1.93,5.22,7.05,3.3,2.31,0.88,1.24,3.2,1.53,1.37,2.72
PRECTOTCORR,2013,40,-90,2.47,2.42,2.21,5.27,8.09,3.02,2.43,0.52,1.84,2.98,1.46,1.17,2.83
PRECTOTCORR,2013,40.5,-88.125,2.44,2.15,1.18,5.48,5.01,3.47,1.84,1.4,1.12,3.29,1.6,1.48,2.54
PRECTOTCORR,2013,40.5,-88.75,2.57,2.15,1.66,5.86,6.6,3.14,1.79,1.06,1.18,3.49,1.78,1.32,2.72
PRECTOTCORR,2013,40.5,-89.375,2.42,2.18,1.51,5.66,6.39,3.19,1.77,1.19,1.29,3.41,1.72,1.28,2.67
PRECTOTCORR,2013,40.5,-90,2.51,2.26,1.94,5.96,8.11,2.82,1.98,0.51,1.94,3.17,1.65,1.09,2.83
PRECTOTCORR,2013,41,-88.125,2.47,2.05,1.21,5.98,4.93,3.6,1.29,2.06,1.21,3.32,1.62,1.21,2.58
PRECTOTCORR,2013,41,-88.75,2.62,2.26,1.39,6.89,5.78,3.37,1.31,1.52,1.19,3.36,1.67,1.16,2.71
PRECTOTCORR,2013,41,-89.375,2.59,2.15,1.43,6.79,6.01,3.36,1.32,1.79,1.24,3.33,1.7,1.15,2.74
PRECTOTCORR,2013,41,-90,2.51,2.26,1.59,6.92,7.05,3.09,1.62,0.78,1.58,3.23,1.64,1.09,2.78
PRECTOTCORR,2014,39.5,-88.125,1.34,2.72,1.41,4.88,2.75,5.01,2.43,3.01,3.37,4.31,1.89,1.97,2.92
PRECTOTCORR,2014,39.5,-88.75,1.26,2.61,1.37,4.81,2.51,5.03,2.27,3.44,3.6,4.23,1.78,1.92,2.9
PRECTOTCORR,2014,39.5,-89.375,1.42,2.37,1.25,4.82,2.38,5.28,1.75,4.33,3.83,4.56,1.69,1.85,2.96
PRECTOTCORR,2014,39.5,-90,1.37,1.98,1.14,4.63,2.51,5.63,1.69,4.86,4.24,4.66,1.59,1.63,2.99
PRECTOTCORR,2014,40,-88.125,1.41,2.48,1.38,3.57,2.93,6.35,2.73,2.9,3.42,3.76,1.8,1.43,2.84
PRECTOTCORR,2014,40,-88.75,1.57,2.2,1.34,3.2,2.02,5.86,2.26,4.1,4.6,3.7,1.66,1.3,2.81
PRECTOTCORR,2014,40,-89.375,1.53,2.15,1.3,3.22,2.05,5.95,2.26,4.13,4.54,3.68,1.61,1.29,2.8
PRECTOTCORR,2014,40,-90,1.35,1.97,1.15,3.27,2.02,6.2,2.14,4.43,4.65,3.51,1.34,1.23,2.77
PRECTOTCORR,2014,40.5,-88.125,1.49,2.18,1.29,2.93,3.05,6.66,2.82,3.57,3.53,3.29,1.67,1.08,2.79
PRECTOTCORR,2014,40.5,-88.75,1.57,2.02,1.34,2.73,2.05,6.43,2.27,3.92,4.28,2.89,1.42,0.96,2.65
PRECTOTCORR,2014,40.5,-89.375,1.48,1.97,1.27,2.77,2.45,6.57,2.78,3.77,4.17,3.13,1.47,0.94,2.73
PRECTOTCORR,2014,40.5,-90,1.34,2.1,1.13,2.75,1.62,6.69,2.08,4.42,4.68,2.8,1.11,0.91,2.63
PRECTOTCORR,2014,41,-88.125,1.64,2.14,1.26,2.76,3,6.61,2.64,4.25,3.29,2.81,1.54,0.88,2.73
PRECTOTCORR,2014,41,-88.75,1.67,2.04,1.3,2.75,2.31,6.9,2.02,3.98,3.64,2.43,1.23,0.77,2.58
PRECTOTCORR,2014,41,-89.375,1.73,2.05,1.3,2.77,2.34,6.52,2.17,4.32,3.69,2.47,1.25,0.77,2.61
PRECTOTCORR,2014,41,-90,1.45,2.37,1.21,2.94,1.87,7.43,1.47,3.96,4.19,2.33,1.08,0.72,2.57
PRECTOTCORR,2015,39.5,-88.125,1.18,1.26,2.05,2.64,3.69,7.69,2.49,2.19,2.67,1.08,4.37,6.87,3.18
PRECTOTCORR,2015,39.5,-88.75,1.16,1.27,1.99,2.61,3.81,7.76,2.51,2.27,2.67,1.05,4.36,6.91,3.2
PRECTOTCORR,2015,39.5,-89.375,1.07,1.48,1.78,2.77,4.56,7.55,3.17,2.42,2.62,1.01,4.12,6.99,3.3
PRECTOTCORR,2015,39.5,-90,0.99,1.5,1.61,2.84,4.8,7.94,4.72,2.37,2.1,1.08,4.36,6.68,3.42
PRECTOTCORR,2015,40,-88.125,1.18,1.04,1.56,2.35,4.21,7.03,3.11,1.84,3.26,1.36,3.67,6.31,3.08
PRECTOTCORR,2015,40,-88.75,1.32,1.06,1.6,2.56,4.15,7.31,2.66,1.81,3.31,1.26,3.59,6.12,3.07
PRECTOTCORR,2015,40,-89.375,1.13,1.22,1.3,2.15,4.73,7.56,3.89,1.62,2.72,1.34,3.69,5.93,3.11
PRECTOTCORR,2015,40,-90,1.12,1.24,1.15,2.17,4.53,8.5,4.67,1.76,2.14,1.28,4.11,5.51,3.19
PRECTOTCORR,2015,40.5,-88.125,1.31,0.91,1.05,2.27,4.43,7.72,4.19,2.2,3.36,1.43,3.38,5.35,3.14
PRECTOTCORR,2015,40.5,-88.75,1.35,0.94,1.08,2.24,4.52,8.02,4.31,2.16,3.47,1.36,3.2,5.32,3.17
PRECTOTCORR,2015,40.5,-89.375,1.31,0.92,0.86,2.13,4.49,7.82,4.49,2.09,3.17,1.52,3.68,5.28,3.15
PRECTOTCORR,2015,40.5,-90,1.43,1.03,0.7,2.15,4.19,8.93,4.47,1.88,2.31,1.47,4.22,4.89,3.14
PRECTOTCORR,2015,41,-88.125,1.35,0.93,0.71,2.37,4.29,8.64,4.26,2.39,3.15,1.51,3.32,4.67,3.14
PRECTOTCORR,2015,41,-88.75,1.33,0.92,0.68,2.29,4.22,8.56,4.25,2.45,3.26,1.5,3.25,4.68,3.12
PRECTOTCORR,2015,41,-89.375,1.4,0.91,0.55,2.4,4.27,8.37,4.14,2.32,2.95,1.66,3.93,4.63,3.13
PRECTOTCORR,2015,41,-90,1.52,0.92,0.52,2.29,4.09,8.15,3.95,2.11,2.78,1.73,4.27,4.36,3.06
PRECTOTCORR,2016,39.5,-88.125,0.68,1.33,2.93,3.98,2.66,2.41,5.35,4.32,2.77,2.43,2.62,1,2.71
PRECTOTCORR,2016,39.5,-88.75,0.66,1.26,2.87,3.92,2.66,2.34,5.36,4.36,2.82,2.39,2.62,0.99,2.69
PRECTOTCORR,2016,39.5,-89.375,0.69,0.95,2.54,3.55,2.83,1.95,5.99,4.53,2.93,1.87,2.47,0.94,2.61
PRECTOTCORR,2016,39.5,-90,0.67,0.69,2.28,3.07,2.81,1.64,6.25,4.62,2.94,1.41,2,0.93,2.45
PRECTOTCORR,2016,40,-88.125,0.69,1.09,2.96,3.21,2.98,3.09,5.42,4.42,3.08,1.85,2.63,0.92,2.7
PRECTOTCORR,2016,40,-88.75,0.71,1.07,2.88,3.46,2.54,3.42,4.92,4.39,3.19,1.87,2.58,0.99,2.67
PRECTOTCORR,2016,40,-89.375,0.66,0.82,2.57,2.45,2.86,2.04,5.62,4.78,2.75,1.52,2.24,0.87,2.44
PRECTOTCORR,2016,40,-90,0.61,0.61,2.17,2.26,2.81,1.6,5.51,4.82,2.61,1.29,1.8,0.85,2.26
PRECTOTCORR,2016,40.5,-88.125,0.64,1.02,2.78,2.64,3.04,3.64,5.58,5.39,3.17,1.67,2.35,0.89,2.74
PRECTOTCORR,2016,40.5,-88.75,0.69,0.97,2.82,2.71,2.92,3.6,5.82,5.72,3.29,1.69,2.51,0.92,2.81
PRECTOTCORR,2016,40.5,-89.375,0.57,0.89,2.47,2.17,3.21,2.97,5.53,5.45,3.08,1.66,2.15,0.83,2.59
PRECTOTCORR,2016,40.5,-90,0.52,0.6,1.98,1.97,2.97,2.22,4.98,5.29,2.8,1.86,1.76,0.84,2.33
PRECTOTCORR,2016,41,-88.125,0.62,0.96,2.76,2.38,3.1,3.91,5.66,6.18,2.86,2.01,2.2,0.96,2.81
PRECTOTCORR,2016,41,-88.75,0.61,0.95,2.71,2.29,3.18,3.58,5.84,6.21,2.84,2.04,2.18,0.93,2.79
PRECTOTCORR,2016,41,-89.375,0.52,0.87,2.5,2.05,3.15,3.91,5,6.18,2.67,2.12,1.89,0.91,2.66
PRECTOTCORR,2016,41,-90,0.5,0.69,2.37,2.05,2.99,3.53,4.81,6.21,2.36,2.25,1.69,0.93,2.54
PRECTOTCORR,2017,39.5,-88.125,1.81,0.44,1.91,5.9,5.02,1.93,3.39,1.16,0.51,4.91,2.22,0.5,2.49
PRECTOTCORR,2017,39.5,-88.75,1.74,0.42,1.92,5.96,5,1.9,3.4,1.17,0.5,4.85,2.16,0.49,2.47
PRECTOTCORR,2017,39.5,-89.375,1.36,0.38,2.37,6.23,4.45,1.92,3.4,1.65,0.54,3.82,1.58,0.43,2.36
PRECTOTCORR,2017,39.5,-90,1.08,0.43,2.69,6.65,4.21,2.12,2.96,1.79,0.51,3.19,1.15,0.39,2.28
PRECTOTCORR,2017,40,-88.125,1.82,0.57,2.19,5.06,4.23,2.01,3.09,1.85,0.67,4.07,1.92,0.42,2.34
PRECTOTCORR,2017,40,-88.75,2.07,0.61,2.09,5.3,4.5,2.21,2.77,1.75,0.69,4.39,2.21,0.41,2.43
PRECTOTCORR,2017,40,-89.375,1.22,0.47,2.7,5.4,3.66,1.49,3.37,1.76,0.51,3.41,1.49,0.35,2.17
PRECTOTCORR,2017,40,-90,0.96,0.48,2.77,5.86,3.62,1.52,3.06,1.84,0.45,3.21,1.28,0.34,2.13
PRECTOTCORR,2017,40.5,-88.125,1.99,0.82,2.74,4.81,3.58,3.05,3.22,2.32,0.78,3.8,2.02,0.42,2.47
PRECTOTCORR,2017,40.5,-88.75,2.13,0.92,2.76,4.68,3.9,3.4,3.27,2.46,0.96,3.93,2.18,0.44,2.6
PRECTOTCORR,2017,40.5,-89.375,1.5,0.68,2.91,4.91,2.99,2.28,3.32,2.15,0.64,3.33,1.65,0.41,2.24
PRECTOTCORR,2017,40.5,-90,1.1,0.54,2.86,5.49,3.07,1.45,3.66,1.81,0.51,3.52,1.45,0.4,2.17
PRECTOTCORR,2017,41,-88.125,2.14,1.09,3.19,4.89,3.39,3.64,4.1,2.24,0.81,4.66,2.08,0.42,2.73
PRECTOTCORR,2017,41,-88.75,2.08,1.1,3.24,4.74,3.17,3.39,4.06,2.23,0.79,4.57,2.03,0.41,2.66
PRECTOTCORR,2017,41,-89.375,1.69,0.82,3.31,5.27,2.83,2.84,3.93,1.81,0.53,4.37,1.62,0.43,2.47
PRECTOTCORR,2017,41,-90,1.44,0.65,3.11,5.34,2.83,2.23,3.98,1.47,0.61,4.47,1.26,0.47,2.33
PRECTOTCORR,2018,39.5,-88.125,0.86,7.52,3.59,2.76,2.23,6.27,4.72,3.15,3.3,1.9,2.42,3.29,3.47
PRECTOTCORR,2018,39.5,-88.75,0.83,7.59,3.59,2.71,2.23,6.29,4.75,3.28,3.2,1.89,2.4,3.29,3.47
PRECTOTCORR,2018,39.5,-89.375,0.78,7.09,3.86,2.28,2.56,5.39,4.55,4.16,2.62,2.1,2.24,3.58,3.41
PRECTOTCORR,2018,39.5,-90,0.91,5.96,3.85,1.99,2.92,4.03,3.91,4.84,2.26,2.49,2.21,3.58,3.23
PRECTOTCORR,2018,40,-88.125,0.71,6.09,2.83,2.06,2.32,5.37,3.56,2.81,2.81,2.64,2.31,3.14,3.03
PRECTOTCORR,2018,40,-88.75,0.74,6.53,2.83,2.34,2.69,5.92,3.58,2.86,3.5,2.52,2.36,3,3.21
PRECTOTCORR,2018,40,-89.375,0.74,5.4,3.25,1.86,2.49,4.5,3.59,3.64,2.41,2.97,2.12,3.4,3.01
PRECTOTCORR,2018,40,-90,0.97,4.59,3.32,1.71,2.59,3.5,3.19,4.71,2.57,3.19,2.07,3.11,2.95
PRECTOTCORR,2018,40.5,-88.125,0.76,5.29,2.26,1.71,2.34,5.68,2.56,3.51,2.46,3.43,2.11,2.87,2.89
PRECTOTCORR,2018,40.5,-88.75,0.82,5.38,2.24,1.7,2.19,5.82,2.79,3.38,2.55,3.44,2.24,2.93,2.94
PRECTOTCORR,2018,40.5,-89.375,0.8,4.65,2.49,1.44,2.41,4.74,2.36,4.04,2.11,3.7,2,2.9,2.79
PRECTOTCORR,2018,40.5,-90,1.05,4.23,2.88,1.34,2.66,3.37,2.32,4.74,3.12,3.85,2.03,2.56,2.84
PRECTOTCORR,2018,41,-88.125,0.93,5.29,1.73,1.53,2.58,5.5,2.18,3.43,2.31,3.58,2.01,2.65,2.79
PRECTOTCORR,2018,41,-88.75,0.88,5.17,1.7,1.49,2.44,5.36,2.14,3.47,2.13,3.63,2,2.69,2.74
PRECTOTCORR,2018,41,-89.375,0.94,4.89,1.94,1.31,3.11,4.95,2.04,3.86,2.23,3.49,1.8,2.56,2.74
PRECTOTCORR,2018,41,-90,0.91,4.72,2.21,1.05,3.36,4.14,2.3,4.15,3.09,3.33,1.98,2.34,2.79
PRECTOTCORR,2019,39.5,-88.125,2.51,2.06,4.12,4.01,4.94,5.15,2.26,4.17,1.66,4.5,2.5,1.59,3.3
PRECTOTCORR,2019,39.5,-88.75,2.54,2.01,4.13,3.99,5.01,5.13,2.24,4.26,1.7,4.5,2.46,1.56,3.3
PRECTOTCORR,2019,39.5,-89.375,2.55,2.08,4.15,4.26,5.6,4.54,2.29,4.53,1.92,4.19,2.25,1.43,3.33
PRECTOTCORR,2019,39.5,-90,2.39,2.18,4.04,4.13,5.81,4.3,2.24,4.35,1.97,3.77,2,1.38,3.22
PRECTOTCORR,2019,40,-88.125,2.18,1.9,3.86,4.3,4.82,3.88,2.08,3.12,2.74,3.68,1.81,1.23,2.97
PRECTOTCORR,2019,40,-88.75,2.24,1.78,3.77,4.07,4.28,4.29,2.04,2.56,2.59,3.64,1.84,1.3,2.87
PRECTOTCORR,2019,40,-89.375,2.42,1.97,3.91,4.24,5.43,4.11,1.61,3.26,3.04,3.55,1.68,1.2,3.04
PRECTOTCORR,2019,40,-90,2.33,2.08,3.68,3.93,5.78,4.22,1.45,3.1,3.2,3.35,1.65,1.26,3.01
PRECTOTCORR,2019,40.5,-88.125,1.9,2.05,3.32,4.55,5.52,3.63,2.22,2.24,4.81,3.78,1.39,1.11,3.05
PRECTOTCORR,2019,40.5,-88.75,1.95,1.93,3.31,4.61,5.4,4.08,2.4,2.02,4.71,3.79,1.39,1.19,3.07
PRECTOTCORR,2019,40.5,-89.375,1.97,2.15,3.44,4.42,5.98,3.15,1.74,2.46,4.91,3.54,1.35,1.09,3.02
PRECTOTCORR,2019,40.5,-90,2.09,2.15,3.44,3.8,6.5,3.72,1.22,2.42,5.04,3.2,1.5,1.3,3.03
PRECTOTCORR,2019,41,-88.125,1.64,2.14,2.75,4.74,6.14,4.14,2.65,2.02,6.89,4.22,1.24,1.18,3.31
PRECTOTCORR,2019,41,-88.75,1.58,2.14,2.77,4.79,6.16,4.1,2.59,2.13,6.86,4.27,1.22,1.11,3.31
PRECTOTCORR,2019,41,-89.375,1.7,2.27,2.81,4.53,6.54,3.47,1.96,2.33,7.23,3.84,1.25,1.23,3.26
PRECTOTCORR,2019,41,-90,1.79,2.26,2.74,4.13,6.91,3.47,1.17,2.3,7.08,3.07,1.39,1.37,3.14
PRECTOTCORR,2020,39.5,-88.125,4.94,2.18,3.34,3.99,4.28,3.31,5.74,1.39,1.29,3.27,3.12,1.44,3.2
PRECTOTCORR,2020,39.5,-88.75,4.96,2.16,3.29,4.08,4.25,3.34,5.59,1.42,1.27,3.22,3.13,1.41,3.18
PRECTOTCORR,2020,39.5,-89.375,4.69,2.18,3.05,4.6,4.16,2.93,4.52,1.59,1.33,2.52,2.92,1.2,2.98
PRECTOTCORR,2020,39.5,-90,4.3,2.08,3,4.48,4.21,2.88,4.25,1.74,1.88,2.01,2.65,1.06,2.88
PRECTOTCORR,2020,40,-88.125,3.79,1.96,2.81,4.11,4.29,3.12,4.56,1.05,2.08,2.06,2.24,1.26,2.78
PRECTOTCORR,2020,40,-88.75,3.78,1.89,2.89,3.86,3.95,3.63,4.71,1.2,1.86,2.35,2.39,1.35,2.83
PRECTOTCORR,2020,40,-89.375,3.64,2.14,2.62,5.12,4.29,2.48,3.63,0.84,2.04,1.33,2.05,0.97,2.59
PRECTOTCORR,2020,40,-90,3.35,1.9,2.65,4.69,4,2.46,3.69,0.86,2.49,1.22,2.07,0.94,2.53
PRECTOTCORR,2020,40.5,-88.125,3.24,1.61,2.37,4.01,4.17,3.17,4.43,0.98,2.96,1.61,1.83,1.27,2.64
PRECTOTCORR,2020,40.5,-88.75,3.27,1.67,2.41,3.91,4.31,3.51,4.2,1.15,2.61,1.44,1.93,1.25,2.64
PRECTOTCORR,2020,40.5,-89.375,3.04,1.63,2.26,4.53,4.16,2.33,4.33,0.72,3.45,1.31,1.7,1.12,2.55
PRECTOTCORR,2020,40.5,-90,2.73,1.45,2.29,4.32,3.85,2.08,3.81,0.56,3.61,1.18,1.93,1.12,2.41
PRECTOTCORR,2020,41,-88.125,3.03,1.28,2.27,3.94,4.59,3.16,3.97,1.02,3.31,1.59,1.7,1.39,2.61
PRECTOTCORR,2020,41,-88.75,3,1.33,2.23,4.11,4.88,3.05,4.01,1,3.32,1.57,1.63,1.42,2.63
PRECTOTCORR,2020,41,-89.375,2.79,1.14,2.2,4.14,4.22,2.27,4.46,0.65,4.39,1.58,1.62,1.33,2.57
PRECTOTCORR,2020,41,-90,2.4,0.94,2.23,3.51,4.07,2.24,4.14,0.57,5.05,1.55,1.87,1.48,2.51
PRECTOTCORR,2021,39.5,-88.125,2.3,2.01,3.78,2.09,4.19,5.31,4.42,2.69,2.81,5.07,1.03,2.65,3.21
PRECTOTCORR,2021,39.5,-88.75,2.32,1.98,3.81,2.09,4.2,5.24,4.45,2.83,2.77,5.04,1,2.59,3.21
PRECTOTCORR,2021,39.5,-89.375,2.39,1.73,3.86,2.36,4.08,5.14,4.83,3.53,2.17,4.61,0.72,2.25,3.16
PRECTOTCORR,2021,39.5,-90,2.35,1.48,3.79,2.92,3.92,5.39,4.97,3.36,1.87,4.62,0.48,1.87,3.1
PRECTOTCORR,2021,40,-88.125,1.99,1.55,3.33,2.11,3.94,6.32,3.42,2.98,2.61,5.61,0.89,2.26,3.1
PRECTOTCORR,2021,40,-88.75,1.93,1.53,3.25,1.91,3.55,6.9,3.28,2.95,2.99,5.47,0.96,2.28,3.09
PRECTOTCORR,2021,40,-89.375,2.22,1.42,3.55,2.36,4.41,5.85,3.87,3.41,1.96,5.43,0.59,1.76,3.09
PRECTOTCORR,2021,40,-90,2.1,1.25,3.5,2.84,4.44,5.53,4.01,3.3,1.6,5.81,0.46,1.46,3.04
PRECTOTCORR,2021,40.5,-88.125,1.83,1.2,2.71,2.18,3.71,6.56,2.75,3.44,2.1,6.38,0.78,2.01,2.99
PRECTOTCORR,2021,40.5,-88.75,1.81,1.17,2.74,2.13,3.77,6.79,2.9,3.59,2.34,6.41,0.83,2.04,3.06
PRECTOTCORR,2021,40.5,-89.375,1.97,1.21,2.91,2.62,4.13,5.83,2.91,3.53,1.54,6.56,0.62,1.73,2.98
PRECTOTCORR,2021,40.5,-90,1.91,1.18,3.14,3.31,4.67,5,3.35,3.3,1.16,6.52,0.44,1.24,2.95
PRECTOTCORR,2021,41,-88.125,1.72,1,2,1.92,3.51,6.18,2.4,3.25,1.71,6.65,0.68,1.84,2.75
PRECTOTCORR,2021,41,-88.75,1.76,1.07,1.99,2,3.59,6.26,2.39,3.32,1.61,6.82,0.68,1.87,2.8
PRECTOTCORR,2021,41,-89.375,1.83,1.04,2.15,2.42,3.81,5.13,2.62,2.98,1.14,6.64,0.51,1.53,2.67
PRECTOTCORR,2021,41,-90,1.74,1.09,2.48,3.29,4.52,4.57,3.32,3.04,0.9,6.31,0.37,1.2,2.75
PRECTOTCORR,2022,39.5,-88.125,0.68,3.67,4.45,2.55,3.18,1.64,5.1,5.49,2.37,1.82,1.45,1.91,2.86
PRECTOTCORR,2022,39.5,-88.75,0.66,3.61,4.46,2.52,3.12,1.68,5.08,5.46,2.45,1.85,1.45,1.9,2.86
PRECTOTCORR,2022,39.5,-89.375,0.62,3.37,4.21,2.67,3.31,2.48,4.9,4.2,2.87,2.29,1.52,1.86,2.86
PRECTOTCORR,2022,39.5,-90,0.65,2.98,3.97,2.82,3.79,2.83,4.99,2.94,2.54,2.47,1.72,1.6,2.78
PRECTOTCORR,2022,40,-88.125,0.5,3.08,3.85,2.64,3,1.49,3.51,4.32,2.16,2.18,1.58,1.91,2.52
PRECTOTCORR,2022,40,-88.75,0.5,2.95,3.97,2.49,2.91,1.26,3.09,4.34,1.78,1.96,1.56,1.89,2.39
PRECTOTCORR,2022,40,-89.375,0.47,3.01,3.62,2.48,3.12,2.46,3.53,4.09,2.71,2.6,1.68,1.86,2.64
PRECTOTCORR,2022,40,-90,0.53,2.81,3.5,2.38,3.6,2.73,3.82,2.8,2.56,2.35,1.65,1.5,2.52
PRECTOTCORR,2022,40.5,-88.125,0.42,2.62,3.45,2.55,2.93,1.62,3.53,3.45,1.65,2.29,1.43,1.97,2.33
PRECTOTCORR,2022,40.5,-88.75,0.39,2.57,3.49,2.64,3,1.54,3.71,3.83,1.7,2.47,1.46,1.83,2.39
PRECTOTCORR,2022,40.5,-89.375,0.43,2.63,3.32,2.47,3.09,2.06,3.28,3.11,1.91,2.4,1.48,1.99,2.35
PRECTOTCORR,2022,40.5,-90,0.5,2.51,3.19,2.2,3.52,2.27,2.87,2.54,2.03,2.08,1.43,1.72,2.24
PRECTOTCORR,2022,41,-88.125,0.42,2.31,3.22,2.65,3.01,1.73,4.05,3.25,1.36,2.24,1.2,2.12,2.3
PRECTOTCORR,2022,41,-88.75,0.44,2.41,3.27,2.65,3.13,1.79,4.14,2.92,1.43,2.31,1.2,2.06,2.32
PRECTOTCORR,2022,41,-89.375,0.44,2.22,3.06,2.54,2.9,2.2,3.53,2.98,1.68,1.95,1.18,2.36,2.26
PRECTOTCORR,2022,41,-90,0.48,1.99,2.94,2.42,3.03,2.87,3.05,2.9,2.17,1.74,1.23,2.04,2.24
PRECTOTCORR,2023,39.5,-88.125,2.18,1.85,4.48,1.59,1.86,2.53,2.77,3.2,1.24,2.72,0.64,2.1,2.28
PRECTOTCORR,2023,39.5,-88.75,2.13,1.84,4.39,1.58,1.93,2.43,2.7,3.33,1.27,2.77,0.64,2.14,2.27
PRECTOTCORR,2023,39.5,-89.375,1.92,1.86,4.02,1.51,2.8,2.13,2.64,3.82,1.5,2.94,0.77,2.29,2.36
PRECTOTCORR,2023,39.5,-90,1.61,2.08,3.57,1.57,2.76,2.03,2.61,3.82,1.27,2.78,0.79,2.4,2.29
PRECTOTCORR,2023,40,-88.125,1.85,2.38,3.72,1.43,1.86,2.22,3.25,3.09,2.09,3.16,0.77,2.26,2.35
PRECTOTCORR,2023,40,-88.75,1.83,2.39,3.71,1.56,1.82,2.02,3.14,3.12,1.78,3.26,0.7,2.25,2.31
PRECTOTCORR,2023,40,-89.375,1.56,2.42,3.2,1.32,2.3,1.9,2.93,4.05,2.3,3.17,0.83,2.28,2.36
PRECTOTCORR,2023,40,-90,1.33,2.6,3.02,1.35,2.33,1.72,2.65,3.96,1.53,2.81,0.79,2.31,2.21
PRECTOTCORR,2023,40.5,-88.125,1.61,2.68,3.39,1.25,1.78,1.72,4.05,3.28,2.71,3.41,0.77,2.37,2.43
PRECTOTCORR,2023,40.5,-88.75,1.51,2.7,3.49,1.26,1.81,1.64,4.28,3.17,2.43,3.63,0.75,2.5,2.44
PRECTOTCORR,2023,40.5,-89.375,1.52,2.76,3.2,1.25,1.83,1.76,3.76,3.79,3.01,3.05,0.83,2.33,2.43
PRECTOTCORR,2023,40.5,-90,1.4,2.87,3.07,1.44,1.78,1.6,3.32,4.18,1.89,2.49,0.79,2.27,2.26
PRECTOTCORR,2023,41,-88.125,1.59,2.81,3.17,1.17,1.87,1.4,4.94,2.77,2.85,3.69,0.76,2.43,2.46
PRECTOTCORR,2023,41,-88.75,1.58,2.81,3.22,1.13,1.82,1.47,5.01,2.79,3.17,3.59,0.83,2.47,2.5
PRECTOTCORR,2023,41,-89.375,1.65,2.71,2.88,1.23,1.89,1.47,4.54,3.11,3.3,3.15,0.79,2.24,2.42
